"state_m","gender_m","city_m","OPEN_DT","empstat","age","p_churn"
"Wyoming","M","CHeyenne","04DEC2012","parttime","          31","0.6174689213"
"CA","F","San Diego","05DEC2013","fulltime","          39","0.9227675902"
"CA","M","San Diego","13JAN2014","fulltime","          33","0.9283655933"
"AZ","F","Tucson","05NOV2012","fulltime","          57","0.6761437714"
"CA","M","San Francisco","15MAR2012","fulltime","          41","0.7213062517"
"OR","M","PORTland","25OCT2012","other","          31","0.4158546964"
"CA","M","Los Angeles","02JAN2013","fulltime","          48","0.0471065021"
"CA","M","Los Angeles","22JAN2013","fulltime","          46","0.7483243867"
"AZ","M","Phoenix","21NOV2012","fulltime","          29","0.6191588019"
"Wyoming","M","CHeyenne","04JAN2014","parttime","          28","0.3446246927"
"AZ","M","Phoenix","28AUG2012","fulltime","          31","0.1129422002"
"Wyoming","M","CHeyenne","30MAR2013","parttime","          28"," 0.321984904"
"CA","F","San Jose","06NOV2012","fulltime","          41","0.6395623687"
"CA","Woman","Los Angeles","19FEB2013","fulltime","          40","0.3587314227"
"ID","M","BOISE","15MAR2012","parttime","          29","0.9485434242"
"UT","F","provo","30NOV2013","fulltime","          45","0.3994327916"
"CA","F","San Jose","16APR2014","fulltime","          51","0.2902824838"
"NV","F","Las Vegas","01APR2013","fulltime","          27","0.8366916719"
"Wyoming","M","CHeyenne","29MAR2014","parttime","          30","0.1378462935"
"WY","F","CHeyenne","17MAY2014","parttime","          33","0.6957531156"
"OR","M","PORTland","30MAR2013","other","          35","0.8581335265"
"NV","M","Las Vegas","25JUL2013","fulltime","          30","0.4590169785"
"CA","M","Los Angeles","19FEB2013","fulltime","          29","0.7623225827"
"CA","Male","Los Angeles","19FEB2013","fulltime","          26","0.7146271838"
"CO","M","Denver","25MAR2013","fulltime","          55","0.8489240133"
"WY","F","CHeyenne","10OCT2013","parttime","          30","0.0584979775"
"WY","F","CHeyenne","30MAR2013","parttime","          29","0.3475841029"
"Washington","M","Seattle","18DEC2012","fulltime","          63","0.8625083784"
"CO","F","Denver","29MAR2014","parttime","          51","0.9083467712"
"Washington","M","Seattle","16JUL2012","fulltime","          51","0.7152606941"
"AZ","M","Phoenix","29MAR2014","fulltime","          28","0.9521917668"
"Arizona","F","Phoenix","09MAY2013","fulltime","          30","0.7128011937"
"CA","F","San Francisco","30JUN2012","fulltime","          30","0.1933791839"
"CO","M","Denver","08OCT2012","parttime","          46","0.0477818605"
"Wyoming","M","CHeyenne","08MAR2012","parttime","          47","0.2856603625"
"UT","M","provo","15JAN2012","fulltime","          29","0.0538617727"
"OR","F","PORTland","17APR2012","other","          38","0.3398594346"
"Arizona","M","Phoenix","06NOV2012","other","          26","0.1466928772"
"CA","M","San Diego","28MAR2014","fulltime","          29","0.5347880342"
"CA","M","San Diego","09MAY2013","fulltime","          46","0.1034209938"
"AZ","M","Phoenix","25OCT2012","fulltime","          52","0.9669644851"
"Arizona","M","Phoenix","21MAY2014","fulltime","          28","0.0541848582"
"OR","F","PORTland","15JAN2012","other","          28","0.8384062396"
"AZ","F","Tucson","15JUN2012","fulltime","          30","0.5308414966"
"WA","F","Seatlle","24SEP2012","fulltime","          39","  0.41694049"
"Washington","M","Seattle","18JUL2012","fulltime","          30"," 0.657563052"
"Washington","F","Seatlle","06APR2014","fulltime","          54","0.2528505499"
"NV","M","Las Vegas","01OCT2012","fulltime","          32","0.0236197668"
"WA","F","Seatlle","16APR2014","fulltime","          43","0.1309341831"
"CA","F","San Diego","30NOV2013","fulltime","          31","0.9556433479"
"OR","M","PORTland","05JAN2012","other","          52","0.8605493707"
"ID","F","BOISE","18DEC2012","fulltime","          38","0.3423290399"
"AZ","M","Tucson","21NOV2012","parttime","          38","0.7476517841"
"Washington","M","Seattle","15FEB2014","fulltime","          59","0.2710377817"
"CA","Female","Los Angeles","19FEB2013","fulltime","          35","0.0579434079"
"OR","F","PORTland","16MAY2014","other","          28","0.8143066423"
"WA","F","Seatlle","31OCT2012","fulltime","          28"," 0.939520169"
"Arizona","F","Phoenix","13AUG2013","fulltime","          32","0.0890382613"
"WA","M","Seattle","30MAR2013","fulltime","          29","  0.60721347"
"AZ","F","Phoenix","05OCT2013","fulltime","          31","0.8870532871"
"Washington","F","Seatlle","07FEB2012","fulltime","          61","0.5903396744"
"UT","F","provo","15MAY2012","fulltime","          40","0.4105475151"
"CA","F","San Francisco","01MAY2012","fulltime","          31","0.4489155679"
"OR","M","PORTland","15JAN2012","other","          60","0.6645957295"
"CA","M","San Jose","05MAR2012","fulltime","          45"," 0.147340925"
"CA","F","Los Angeles","02JAN2013","fulltime","          27","0.3889255623"
"CA","F","Los Angeles","19FEB2013","fulltime","          29","0.2088232963"
"UT","M","provo","28AUG2012","fulltime","          34","0.8878793963"
"NV","F","Las Vegas","15MAR2012","fulltime","          59","0.0442870702"
"CA","M","San Jose","30MAR2013","fulltime","          34","0.3169192296"
"CA","M","Los Angeles","19FEB2013","fulltime","          35"," 0.935584153"
"CA","Male","Los Angeles","22JAN2013","fulltime","          37","0.8441761522"
"Arizona","F","Phoenix","04JUN2013","fulltime","          46","0.4042450964"
"WY","M","CHeyenne","15JAN2012","parttime","          43","0.5589976504"
"WY","M","CHeyenne","08OCT2012","parttime","          28","0.0862086174"
"CA","Male","Los Angeles","19FEB2013","fulltime","          28","0.8074605902"
"CA","M","San Francisco","31OCT2012","fulltime","          28","0.2872495229"
"WA","M","Seattle","05SEP2013","fulltime","          31","0.2683433994"
"Wyoming","M","CHeyenne","15NOV2013","parttime","          45","0.8176798834"
"UT","M","provo","06NOV2012","fulltime","          32","0.4650606953"
"UT","M","provo","04AUG2013","fulltime","          37","0.0023157573"
"OR","M","PORTland","29MAR2014","other","          28","0.1841525045"
"CA","M","Los Angeles","02JAN2013","fulltime","          60","0.4118693771"
"AZ","F","Tucson","06DEC2012","fulltime","          30","0.5140370138"
"CA","Male","Los Angeles","22JAN2013","fulltime","          30","0.9670610907"
"CA","M","San Diego","03APR2012","fulltime","          30"," 0.500556268"
"CA","M","San Francisco","08OCT2012","fulltime","          43","0.5655486405"
"CA","M","San Francisco","05OCT2013","fulltime","          28","0.3604042276"
"CA","F","San Francisco","01MAY2012","fulltime","          63"," 0.446712997"
"CA","F","San Francisco","06APR2014","fulltime","          27"," 0.610568567"
"WY","M","CHeyenne","04AUG2013","parttime","          48","0.3354252648"
"NV","F","Las Vegas","03APR2012","fulltime","          40","0.9455261728"
"WA","M","Seattle","14OCT2013","fulltime","          53","0.0466695992"
"Arizona","F","Phoenix","15SEP2013","fulltime","          27"," 0.887754437"
"CA","F","Los Angeles","19FEB2013","fulltime","          45","0.6202182689"
"NV","M","Las Vegas","11AUG2013","fulltime","          28","0.3038865851"
"UT","F","provo","16DEC2013","fulltime","          52","0.3336245591"
"NV","F","Las Vegas","21FEB2012","fulltime","          28","0.2528094748"
"Arizona","M","Phoenix","08DEC2013","fulltime","          37","0.4204289151"
"ID","F","BOISE","04AUG2013","parttime","          34","0.1210896657"
"Wyoming","M","CHeyenne","09MAY2013","parttime","          26","0.6392011073"
"AZ","M","Phoenix","01MAY2012","other","          26","0.9933208944"
"CA","Male","Los Angeles","19FEB2013","fulltime","          51","0.7916949614"
"NV","M","Las Vegas","10JUN2013","fulltime","          32","0.6031379861"
"CA","F","San Francisco","21MAY2014","fulltime","          29","0.8539385041"
"Washington","M","Seattle","04JAN2014","fulltime","          37","0.4820289051"
"OR","F","PORTland","15NOV2013","other","          40","0.2799704141"
"UT","M","provo","05APR2012","fulltime","          31","0.5728111721"
"Arizona","M","Phoenix","15MAR2012","fulltime","          33","0.9353856686"
"UT","M","provo","05NOV2012","fulltime","          33","0.5171500824"
"Wyoming","F","CHeyenne","19JAN2014","parttime","          29","0.4375025958"
"WA","M","Seattle","30MAR2013","fulltime","          56","0.6912277116"
"CO","F","Denver","03APR2012","fulltime","          39","0.6009331376"
"Arizona","M","Phoenix","12DEC2012","fulltime","          36","0.5403311521"
"AZ","F","Tucson","30MAR2013","fulltime","          45","0.8900770931"
"CA","M","San Diego","21NOV2012","fulltime","          30"," 0.158742528"
"Arizona","F","Phoenix","22MAY2014","fulltime","          31","0.1874630829"
"UT","M","provo","06MAY2014","fulltime","          29","0.9942787141"
"CO","M","Denver","10JUN2013","parttime","          28","0.4433624588"
"Washington","F","Seatlle","25NOV2013","fulltime","          45","0.0634135921"
"ID","F","BOISE","28AUG2012","parttime","          34","0.1489894442"
"CO","F","Denver","16APR2014","parttime","          38","0.7568997665"
"CA","M","San Francisco","30MAR2013","fulltime","          37","0.9459024449"
"OR","F","PORTland","19JAN2014","other","          33","0.8244535713"
"CA","F","San Jose","11AUG2013","fulltime","          30","0.2275478846"
"Nevada","F","Las Vegas","25JUL2013","fulltime","          36","0.4202719682"
"CA","M","San Francisco","28MAR2014","fulltime","          42","0.6206617037"
"WY","M","CHeyenne","06MAY2014","parttime","          44","0.3310470741"
"WA","M","Seattle","05APR2012","fulltime","          32","0.2461988261"
"CA","Woman","Los Angeles","19FEB2013","fulltime","          40","0.4321452684"
"Wyoming","M","CHeyenne","16APR2014","parttime","          38","0.9657352338"
"CA","F","San Jose","09MAY2013","fulltime","          42","0.5518522866"
"UT","M","provo","08MAR2012","fulltime","          30","0.8149256556"
"CA","M","San Diego","30MAR2013","fulltime","          54","0.9043340091"
"ID","M","BOISE","15MAR2012","fulltime","          33","0.8183611197"
"Wyoming","F","CHeyenne","28AUG2012","parttime","          29","0.2529378041"
"WA","M","Seattle","12APR2013","fulltime","          33","0.3121917445"
"CA","M","San Jose","30MAR2013","fulltime","          40","0.8769387043"
"CA","M","San Diego","15NOV2013","fulltime","          37","0.1475586696"
"ID","M","BOISE","30MAR2013","fulltime","          29","0.9419321813"
"Arizona","M","Phoenix","11AUG2013","fulltime","          41"," 0.188269205"
"NV","F","Las Vegas","21MAY2014","fulltime","          38","0.0757518667"
"Washington","F","Seatlle","04JUN2013","fulltime","          34","0.8121429876"
"Wyoming","M","CHeyenne","18DEC2012","parttime","          46","0.6994108496"
"WA","F","Seatlle","15MAR2012","fulltime","          26","0.2596528671"
"CA","F","San Francisco","22MAY2014","fulltime","          55"," 0.048675986"
"UT","M","provo","06NOV2012","fulltime","          40","0.6090429964"
"AZ","M","Phoenix","28AUG2012","fulltime","          29","0.1570038428"
"CA","M","San Jose","26AUG2012","fulltime","          30","0.2669779771"
"Arizona","M","Phoenix","25JUL2013","fulltime","          61","0.1612203024"
"CA","Female","Los Angeles","19FEB2013","fulltime","          34","0.8987553594"
"Arizona","F","Tucson","13AUG2013","parttime","          28"," 0.051061471"
"CO","F","Denver","16MAY2014","parttime","          33","0.6044906613"
"CA","M","San Francisco","10NOV2013","fulltime","          35","0.2728162162"
"NV","M","Las Vegas","05DEC2013","fulltime","          33","0.5200969761"
"CA","M","San Jose","25MAR2013","fulltime","          29","0.6465058279"
"CA","F","San Francisco","15FEB2014","fulltime","          29","0.6852251052"
"ID","M","BOISE","27DEC2012","fulltime","          39","0.1704315935"
"CA","F","San Jose","16JUL2012","fulltime","          34","0.4021160446"
"ID","F","BOISE","27OCT2013","fulltime","          29","0.5518842887"
"Nevada","M","Las Vegas","17MAY2014","fulltime","          35","0.3732222502"
"UT","M","provo","16MAY2014","fulltime","          28","0.0626664753"
"WA","M","Seattle","24APR2013","fulltime","          42","0.0115162651"
"CA","F","San Francisco","27OCT2013","fulltime","          34","0.4525029047"
"CA","Woman","Los Angeles","22JAN2013","fulltime","          31","0.7604112526"
"CA","M","Los Angeles","19FEB2013","fulltime","          31","0.6340214832"
"NV","F","Las Vegas","18MAY2014","fulltime","          44","0.6115272067"
"AZ","M","Phoenix","30MAR2013","fulltime","          31","0.3455465093"
"CA","M","San Francisco","15SEP2013","fulltime","          54","0.5484654091"
"WY","M","CHeyenne","10JUL2013","parttime","          44","0.4809807662"
"OR","M","PORTland","01JAN2012","other","          28","0.9333254648"
"UT","F","provo","15MAR2012","fulltime","          38","0.8095809975"
"CO","M","Denver","18MAY2014","fulltime","          34","0.4733825277"
"Washington","F","Seatlle","20MAR2013","fulltime","          32","0.3241305451"
"Arizona","M","Phoenix","26AUG2012","other","          29","0.6988394296"
"CA","M","Los Angeles","22JAN2013","fulltime","          35","0.2702407261"
"WA","M","Seattle","15FEB2014","fulltime","          50","0.4765197595"
"AZ","F","Tucson","04DEC2012","fulltime","          30","0.4944878865"
"CA","F","San Francisco","04AUG2013","fulltime","          50","0.8185077001"
"WA","F","Seatlle","10NOV2013","fulltime","          34"," 0.883605129"
"AZ","M","Phoenix","05DEC2013","other","          28","0.7766951266"
"WY","M","CHeyenne","19JAN2014","parttime","          45","0.2658780046"
"CA","F","San Jose","15MAY2014","fulltime","          36","0.2806576948"
"AZ","M","Phoenix","16MAY2014","fulltime","          31","0.4408938626"
"CO","F","Denver","30MAR2013","parttime","          28"," 0.622148223"
"CA","Male","Los Angeles","04MAY2014","fulltime","          29","0.6997892865"
"CO","M","Denver","12APR2013","fulltime","          26","0.4548640547"
"CA","F","San Francisco","06JUL2013","fulltime","          46","0.8357343254"
"CA","Man","Los Angeles","19FEB2013","fulltime","          34","0.8501112893"
"CA","M","San Diego","06JUL2013","fulltime","          32","0.7842027418"
"WY","M","CHeyenne","28NOV2013","parttime","          45","0.7525863162"
"Nevada","F","Las Vegas","15MAY2014","fulltime","          36","0.2998285383"
"AZ","M","Phoenix","15NOV2013","other","          31","0.1214493164"
"CA","F","San Jose","01JUN2012","fulltime","          61","0.9941002494"
"WY","F","CHeyenne","08MAR2012","parttime","          33","0.0602261382"
"AZ","M","Tucson","20JUN2013","fulltime","          37","0.3801619845"
"CA","F","San Francisco","22MAY2014","fulltime","          38"," 0.819055539"
"CA","F","San Francisco","15SEP2013","fulltime","          32","0.7313601732"
"NV","F","Las Vegas","05SEP2013","fulltime","          26"," 0.068876836"
"WA","M","Seattle","05APR2012","fulltime","          49"," 0.187515813"
"Nevada","M","Las Vegas","15MAY2014","fulltime","          30","0.1733423156"
"OR","M","PORTland","04JAN2014","other","          35","0.6545931416"
"CA","M","San Diego","26AUG2012","fulltime","          33","0.8728093248"
"CO","M","Denver","30NOV2013","fulltime","          43","0.2276369861"
"CA","Male","Los Angeles","03APR2014","fulltime","          57","0.0483820457"
"UT","M","provo","28AUG2012","fulltime","          30","0.9026587298"
"CA","M","San Jose","21FEB2012","fulltime","          30","0.2739660858"
"WA","F","Seatlle","21FEB2012","fulltime","          58","0.4943119974"
"CO","M","Denver","30MAR2013","fulltime","          51","  0.79906274"
"OR","M","PORTland","05MAR2012","other","          34","0.3228957813"
"Nevada","F","Las Vegas","25OCT2012","fulltime","          26","0.8972449661"
"CO","M","Denver","30MAR2013","parttime","          28","0.3874193897"
"CA","Female","Los Angeles","13JAN2014","fulltime","          32","0.6420581316"
"Washington","M","Seattle","06APR2014","fulltime","          33","0.4207167162"
"ID","M","BOISE","05NOV2012","fulltime","          38","0.4767563462"
"Arizona","F","Phoenix","10FEB2012","fulltime","          32","0.1498507029"
"ID","F","BOISE","06APR2014","parttime","          36"," 0.794373121"
"CA","F","San Francisco","01JUN2012","fulltime","          34","0.1464867765"
"CA","Male","Los Angeles","12APR2013","fulltime","          36","0.1022315543"
"CA","F","San Diego","14OCT2013","fulltime","          51","0.4655023429"
"CA","F","San Francisco","10FEB2012","fulltime","          26","0.7253440077"
"CA","M","San Francisco","13SEP2012","fulltime","          28","0.7840573549"
"CA","Female","Los Angeles","05MAR2012","fulltime","          52","0.3348708038"
"CA","M","San Francisco","26AUG2012","fulltime","          58","0.7643188107"
"CA","M","San Diego","15MAY2012","fulltime","          56"," 0.369214256"
"Arizona","M","Tucson","01OCT2012","fulltime","          36","0.6391773851"
"AZ","M","Phoenix","30JUN2012","fulltime","          38","0.4708917758"
"CO","M","Denver","06DEC2012","fulltime","          28","0.3094139105"
"OR","F","PORTland","01APR2013","other","          55","0.0823555617"
"Washington","M","Seattle","04AUG2013","fulltime","          31","0.4850453155"
"OR","F","PORTland","10NOV2013","other","          40","0.0581349912"
"CA","F","San Diego","10NOV2013","fulltime","          36","0.2488928159"
"AZ","F","Phoenix","06MAY2014","fulltime","          31","0.2558358853"
"WA","M","Seattle","05OCT2013","fulltime","          33","0.1578537506"
"AZ","M","Phoenix","27DEC2012","fulltime","          30","0.4115307794"
"CA","F","San Diego","13SEP2012","fulltime","          34","0.6686131687"
"AZ","M","Phoenix","06NOV2012","fulltime","          29","0.5496227958"
"AZ","F","Tucson","21MAY2014","fulltime","          32","0.9094129982"
"CA","F","San Diego","25MAR2013","fulltime","          29","0.6385669213"
"ID","M","BOISE","22MAY2014","parttime","          28","0.2631248302"
"CO","F","Denver","03APR2012","parttime","          56","0.8401771471"
"CA","F","San Diego","11AUG2013","fulltime","          28","0.6959827201"
"NV","F","Las Vegas","27OCT2013","fulltime","          40","0.8410572618"
"Nevada","M","Las Vegas","31OCT2012","fulltime","          33","0.7816637465"
"Wyoming","M","CHeyenne","10OCT2013","parttime","          30","0.1145903469"
"CO","M","Denver","28AUG2012","parttime","          29"," 0.325485211"
"ID","F","BOISE","10NOV2013","parttime","          45","0.5613851433"
"CA","F","San Francisco","10JUL2013","fulltime","          28","0.8088573915"
"CA","Male","Los Angeles","09MAY2013","fulltime","          47","0.7732810121"
"Washington","F","Seatlle","27DEC2012","fulltime","          47","0.9225515145"
"CA","Female","Los Angeles","19FEB2013","fulltime","          26","0.6608562934"
"NV","M","Las Vegas","09FEB2014","fulltime","          38","0.2522148701"
"ID","M","BOISE","10JUL2013","parttime","          43","0.2563715206"
"CA","M","San Diego","10OCT2013","fulltime","          36"," 0.485754878"
"CO","M","Denver","08MAY2013","fulltime","          41","0.2865369694"
"CA","Male","Los Angeles","03APR2012","fulltime","          29","0.1710944912"
"CA","M","San Diego","20MAR2013","fulltime","          35","0.5493043356"
"CA","F","San Jose","15MAY2014","fulltime","          31","0.1924852287"
"WY","M","CHeyenne","10JUN2013","parttime","          42","0.7431219172"
"ID","F","BOISE","24APR2013","fulltime","          29","0.5465344575"
"OR","F","PORTland","25NOV2013","other","          31","0.9896659702"
"CA","F","Los Angeles","19FEB2013","fulltime","          37","0.0124615831"
"CA","F","San Diego","15MAR2012","fulltime","          28"," 0.412802288"
"CO","F","Denver","21MAY2014","parttime","          34","0.3725193517"
"CA","F","San Jose","15MAY2012","fulltime","          42"," 0.702694177"
"CA","Man","Los Angeles","30NOV2013","fulltime","          28"," 0.621733561"
"Arizona","M","Tucson","27OCT2013","fulltime","          37"," 0.609604256"
"NV","F","Las Vegas","05DEC2013","fulltime","          33","0.4749207052"
"Arizona","M","Tucson","06NOV2012","fulltime","          36","0.7986644934"
"CA","M","San Jose","08MAY2013","fulltime","          28","0.2588341046"
"Washington","F","Seatlle","29MAR2014","fulltime","          33","0.2997119628"
"CA","F","San Diego","08DEC2013","fulltime","          31","0.9517800174"
"Arizona","M","Phoenix","26JAN2012","fulltime","          32","0.2719668296"
"CA","Male","Los Angeles","28AUG2012","fulltime","          28","0.3572797735"
"OR","F","PORTland","06JUL2013","other","          29","0.7747231982"
"Washington","F","Seatlle","06DEC2012","fulltime","          63","0.7650755801"
"ID","F","BOISE","08DEC2013","parttime","          54","0.3243857358"
"Nevada","M","Las Vegas","05DEC2013","fulltime","          36","0.6075196292"
"UT","F","provo","15MAY2014","fulltime","          30","0.8768327133"
"CA","F","San Francisco","03APR2012","fulltime","          43","0.4305293045"
"CA","M","San Diego","06MAY2014","fulltime","          32","0.6785123142"
"NV","M","Las Vegas","15JAN2012","fulltime","          29","0.2872157005"
"WA","M","Seattle","28NOV2013","fulltime","          34","0.0083110351"
"CA","F","San Francisco","01OCT2012","fulltime","          41","0.4363968332"
"Nevada","F","Las Vegas","06NOV2012","fulltime","          33","0.7050518103"
"Washington","M","Seattle","03APR2012","fulltime","          42","0.2919190271"
"Washington","M","Seattle","31OCT2012","fulltime","          52","0.1379543851"
"CA","M","San Diego","07MAR2013","fulltime","          35","0.4311199572"
"AZ","F","Phoenix","10NOV2013","other","          28","0.0895466172"
"OR","M","PORTland","05APR2012","other","          37","0.2773213262"
"CA","F","San Jose","12APR2013","fulltime","          28","0.8420670153"
"CA","F","San Diego","30MAR2013","fulltime","          40","0.8894925704"
"Nevada","M","Las Vegas","26AUG2012","fulltime","          36"," 0.174706841"
"UT","F","provo","11AUG2013","fulltime","          29","0.9684238285"
"WA","M","Seattle","11AUG2013","fulltime","          61","0.3606265762"
"Washington","F","Seatlle","30NOV2013","fulltime","          32","0.8476838297"
"OR","M","PORTland","05OCT2013","other","          45","0.2494907813"
"Wyoming","M","CHeyenne","04DEC2012","parttime","          32","0.7790421726"
"Washington","F","Seatlle","13AUG2013","fulltime","          55","0.6235332259"
"CA","M","San Jose","16JUL2012","fulltime","          36","0.5627535007"
"ID","F","BOISE","28AUG2012","fulltime","          28","0.9159859651"
"ID","F","BOISE","16APR2014","fulltime","          56"," 0.493061614"
"CA","F","San Francisco","06MAY2014","fulltime","          55","0.9366405378"
"NV","M","Las Vegas","10OCT2013","fulltime","          29","0.7911298968"
"OR","F","PORTland","19JAN2014","other","          48","0.6080498898"
"WY","F","CHeyenne","08MAY2013","parttime","          26","0.8592107328"
"OR","M","PORTland","25JUL2013","other","          34","0.6308808549"
"CA","M","San Francisco","06MAY2014","fulltime","          28","0.7575077562"
"WA","F","Seatlle","01APR2013","fulltime","          34","0.2517661472"
"WY","M","CHeyenne","05APR2012","parttime","          38","0.9901109445"
"CO","F","Denver","28NOV2013","parttime","          31","0.7166078369"
"UT","M","provo","07FEB2012","fulltime","          30","0.8038111067"
"ID","M","BOISE","30MAR2013","parttime","          33","0.2836738682"
"ID","M","BOISE","30JUN2012","fulltime","          40","0.1345406701"
"AZ","F","Tucson","04MAY2012","fulltime","          33","0.5443048605"
"UT","M","provo","03APR2014","fulltime","          40","0.5646794497"
"UT","F","provo","30MAR2013","fulltime","          37"," 0.957230906"
"Wyoming","F","CHeyenne","16DEC2013","parttime","          27","0.7623363672"
"AZ","M","Phoenix","26AUG2012","fulltime","          31","0.1661009533"
"AZ","M","Phoenix","16DEC2013","fulltime","          56"," 0.487523691"
"UT","M","provo","25NOV2013","fulltime","          41","0.5191153681"
"CA","Male","Los Angeles","19FEB2013","fulltime","          31","0.9731260096"
"AZ","F","Tucson","16MAY2013","fulltime","          38","0.4183425658"
"NV","M","Las Vegas","05NOV2012","fulltime","          60","0.7551051065"
"OR","M","PORTland","30MAR2013","other","          28"," 0.669239966"
"Arizona","F","Tucson","06APR2014","fulltime","          29","0.6587996239"
"OR","F","PORTland","22MAY2014","other","          29","0.8279019975"
"CA","M","San Francisco","15DEC2012","fulltime","          47"," 0.046034894"
"Arizona","F","Phoenix","17APR2012","fulltime","          44","0.6721970624"
"NV","M","Las Vegas","06MAY2014","fulltime","          29","0.3015137321"
"CA","F","San Diego","30MAR2013","fulltime","          34","0.6429129991"
"Arizona","M","Phoenix","30MAR2013","fulltime","          26","0.3040494366"
"CA","M","San Jose","22MAY2014","fulltime","          40","  0.72328667"
"OR","M","PORTland","14OCT2013","other","          45"," 0.154641484"
"Washington","F","Seatlle","25NOV2013","fulltime","          34","0.0514729689"
"OR","F","PORTland","12DEC2012","other","          27","0.0185643695"
"Washington","F","Seatlle","15FEB2014","fulltime","          26","0.3839354717"
"UT","M","provo","21MAY2014","fulltime","          30"," 0.742571513"
"Washington","M","Seattle","12DEC2012","fulltime","          29","0.7952786106"
"WA","M","Seattle","28AUG2012","fulltime","          61","0.5787352662"
"Arizona","F","Phoenix","24SEP2012","fulltime","          42","0.0231546383"
"Arizona","F","Tucson","05SEP2013","fulltime","          29","0.7348309074"
"Washington","M","Seattle","28AUG2012","fulltime","          30","0.4873642402"
"CA","M","San Jose","05APR2012","fulltime","          28","0.3588179542"
"ID","M","BOISE","30JUN2012","fulltime","          54","0.1044672579"
"CA","F","San Francisco","15DEC2012","fulltime","          37","0.1866283879"
"CA","M","San Diego","09MAY2013","fulltime","          30","0.0938881948"
"ID","F","BOISE","13JAN2014","parttime","          34"," 0.170937189"
"Arizona","F","Phoenix","15FEB2014","fulltime","          28","0.9380983459"
"CA","F","San Francisco","09MAY2013","fulltime","          36","0.4237182696"
"CA","F","San Francisco","25JUL2013","fulltime","          30","0.9016093974"
"CA","M","San Diego","01APR2013","fulltime","          51","0.3832217848"
"CA","Woman","Los Angeles","08MAR2012","fulltime","          43","0.3568775688"
"CA","M","Los Angeles","10FEB2012","fulltime","          33","0.4992236674"
"NV","F","Las Vegas","05DEC2013","fulltime","          29","0.4666591103"
"Arizona","M","Phoenix","31OCT2012","other","          26","0.0482661375"
"CA","Male","Los Angeles","16DEC2013","fulltime","          61","0.8420271016"
"UT","M","provo","13JAN2014","fulltime","          33","0.8747783144"
"NV","M","Las Vegas","06APR2014","fulltime","          26","0.8879090603"
"ID","M","BOISE","25AUG2012","parttime","          34"," 0.098460652"
"ID","M","BOISE","05SEP2013","parttime","          34","0.9083489789"
"AZ","F","Tucson","04MAY2014","fulltime","          26","0.3308485427"
"CA","Female","Los Angeles","05NOV2012","fulltime","          47","0.7723671714"
"OR","F","PORTland","18MAY2014","other","          27","0.1206501965"
"ID","M","BOISE","04JUN2013","parttime","          32","0.3855319402"
"CA","F","San Francisco","15MAY2012","fulltime","          28","0.3122955544"
"CA","F","San Diego","15SEP2013","fulltime","          29","0.6555264632"
"CO","M","Denver","08OCT2012","parttime","          37"," 0.110141194"
"CO","M","Denver","06APR2014","parttime","          37","0.1851972016"
"NV","M","Las Vegas","12APR2013","fulltime","          28","0.8079234687"
"ID","M","BOISE","27OCT2013","parttime","          56","0.7822253396"
"Wyoming","F","CHeyenne","17MAY2014","parttime","          41","0.5283727574"
"Nevada","M","Las Vegas","15MAY2014","fulltime","          28","0.1952186936"
"CA","M","San Diego","05OCT2013","fulltime","          51","0.4716602319"
"Wyoming","F","CHeyenne","01JUN2012","parttime","          40"," 0.666101985"
"CA","F","Los Angeles","08DEC2013","fulltime","          58","0.7200079284"
"CO","F","Denver","28MAR2014","fulltime","          38","0.6151990935"
"CA","M","San Diego","20JUN2013","fulltime","          26","0.0197011153"
"CA","M","San Jose","01JUN2012","fulltime","          60","0.4759974552"
"Arizona","F","Phoenix","05APR2012","other","          38","0.3723208659"
"CA","Female","Los Angeles","30MAR2013","fulltime","          33","0.4670653574"
"AZ","F","Tucson","18DEC2012","fulltime","          57","0.4861870829"
"Wyoming","M","CHeyenne","22MAY2014","parttime","          52","0.3743531627"
"CA","F","Los Angeles","19FEB2013","fulltime","          35","0.9529090575"
"UT","F","provo","05APR2012","fulltime","          31","0.5961646128"
"CA","M","San Jose","14OCT2013","fulltime","          34","0.3085585876"
"CA","Man","Los Angeles","01JUN2012","fulltime","          37","0.8678898811"
"Nevada","F","Las Vegas","09FEB2014","fulltime","          31","0.0768281604"
"Washington","M","Seattle","01APR2013","fulltime","          34","0.2173986138"
"UT","M","provo","03APR2012","fulltime","          31","0.6550832813"
"CA","M","San Francisco","30NOV2013","fulltime","          30","0.1587472005"
"CA","Female","Los Angeles","11AUG2013","fulltime","          33","0.4561421063"
"UT","M","provo","08MAY2013","fulltime","          33","0.5284743372"
"AZ","F","Phoenix","08OCT2012","other","          61","0.3498024034"
"AZ","M","Phoenix","15SEP2013","other","          37","0.4593172523"
"CA","F","Los Angeles","01MAY2012","fulltime","          51","0.0333624133"
"UT","M","provo","21MAY2014","fulltime","          56","0.9188614213"
"WA","M","Seattle","22MAY2014","fulltime","          56","0.6425991848"
"OR","F","PORTland","09FEB2014","other","          30","0.6200035185"
"WA","F","Seatlle","12APR2013","fulltime","          43","0.3012004803"
"Nevada","M","Las Vegas","30MAR2013","fulltime","          34","0.2824566882"
"WA","M","Seattle","24SEP2012","fulltime","          39","0.5146939631"
